LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2020-03-12 14:13:57,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:57,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:57,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:57,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:57,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:57,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:57,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:57,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,-59, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:57,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:57,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:57,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,-59, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,76:05:A5:17:46:E4,-59, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,76:05:A5:17:46:E4,-58, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,JAZZ,FC:D7:33:B1:83:40,-74, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,JAZZ,FC:D7:33:B1:83:40,-74, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,JAZZ,FC:D7:33:B1:83:40,-73, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,JAZZ,FC:D7:33:B1:83:40,-74, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,JAZZ,FC:D7:33:B1:83:40,-74, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,JAZZ,FC:D7:33:B1:83:40,-75, WPA2  WPA ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,76:05:A5:17:46:E4,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,76:05:A5:17:46:E4,-56, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,76:05:A5:17:46:E4,-57, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,重庆小而美智能家居,74:05:A5:17:46:E4,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
2020-03-12 14:13:58,1900-01-00 00:00:00,,44:04:44:01:68:7D,0,,0.000000,0.000000,0.000,0.000,Client
